_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
,,,02 9599 8891 / 0418 820 785,,"485 Princess Highway, Rockdale NSW 2216",Adult Services,4761,485 東方紅,02 9599 8891 / 0418 820 785,"<p class=""details"">韩国妹子，个个桃花大眼，好似会勾魂。白净皮肤，长美腿，笑容甜美，有亲切感。妹子服务热情、周到、足钟。舒适无比，胜似神仙。$100 /H 起。<br>
<br>
地址：<br>
485 Princess Highway, Rockdale NSW 2216<br>
Tel: 02 9599 8891 / 0418 820 785<br>
<br>
<br><br></p>"
,,,02 9531 1556 / 0430 512 988,,"24 Erskine Rd, Caringbah NSW 2229",Adult Services,4760,24 水晶宮,02 9531 1556 / 0430 512 988,"<p class=""details"">南区首选，全新美女，高品质服务，帝王享受。 $100 - $120 / H 。（另聘新秀多名）<br>
<br>
地址：<br>
24 Erskine Rd., Caringbah NSW 2229<br>
Tel: 02 9531 1556 / 0430 512 988<br>
<br><br></p>"
,,,02 9558 0148,,"751 New Canterbury Rd, Hurlstone Park NSW 2193",Adult Services,4759,$50 全套 六星消閑,02 9558 0148,"<p class=""details"">每周50多位18-23岁美少女，甜美清纯，高雅性感，丰满迷人。最到位销魂服务。你绝对未体验过的情人浪漫。另有冰火，独龙钻。聘新人。<br>
<br>
地址：<br>
751 New Canterbury Rd, Hurlstone Park NSW 2193<br>
Tel: 02 9558 0148<br>
<br><br></p>"
,,,02 9368 7788,,"110 Cathedral St, Woolloomooloo NSW 2011",Adult Services,4758,5 Star City 正宗五星,02 9368 7788,"<p class=""details"">正宗五星，18-22 岁绝顶漂亮新、马、韩、日、中美女，帝王式服务！（高薪聘请按摩）<br>
<br>
地址：<br>
110 Cathedral St, Woolloomooloo NSW 2011<br>
Tel: 02 9368 7788<br>
<br><br></p>"
,,,02 9699 1366,,"479 Elizabeth St, Surry Hills NSW 2010",Adult Services,4757,Black Cat,02 9699 1366,"<p class=""details"">50 多位新到年轻貌美小姐，天姿国色，身材一流，来自澳、亚、欧、美，风情万种，为君提供柔情似水的全套销魂服务。（营业时间：10am- 5am, 七天营业，周末24小时永不停息为您服务，可提供上门服务）<br>
<br>
地址：<br>
479 Elizabeth St, Surry Hills NSW 2010<br>
Tel: 02 9699 1366<br>
<br><br></p>"
,,,02 9699 1544,,"475 Elizabeth St, Surry Hills NSW 2010",Adult Services,4756,Impressions,02 9699 1544,"<p class=""details"">性感迷人娇娃，令君飘飘欲仙。50多位年青小姐，客串登场。模特儿，白领小姐，大学生，婀娜多姿，提供顶级性感柔情按摩服务，温柔胴体按摩。（营业时间：10am – 3am, 七天营业）<br>
<br>
地址：<br>
475 Elizabeth St, Surry Hills NSW 2010<br>
Tel: 02 9699 1544<br>
<br><br></p>"
,,,02 9584 8218,,"1/52 Broad Arrow Rd, Narwee NSW 2209",Adult Services,4753,52 美女,02 9584 8218,"<p class=""details"">老店新张，全新管理。中、韩、日性感佳丽，每周不同。邀您品味性爱艺术。（营业时间：10 am – 1 am，本店无出钟服务）<br>
<br>
地址：<br>
1/52 Broad Arrow Rd, Narwee NSW 2209 (corner Mercury St)<br>
Tel: 02 9584 8218<br>
<br>
<br><br></p>"
,,,02 9557 6999 / 02 9557 6333,,"83 Marrickville Rd, Marrickville NSW 2204",Adult Services,4755,MIDAS,02 9557 6999 / 02 9557 6333,"<p class=""details"">全城最靓女，全城最Top服务。全新豪华五星级装修，韩国式按摩，胴体对胴体按摩，奶汁按摩和特别服务，SPA，蒸汽浴，脚底按摩，和电影院。<br>
<br>
地址：<br>
83 Marrickville Rd, Marrickville NSW 2204<br>
Tel: 02 9557 6999 / 9557 6333<br>
<br><br></p>"
,,,02 9181 2135,,"185B Victoria Rd, Drummoyne NSW 2047",Adult Services,4754,185club.com.au,02 9181 2135,"<p class=""details"">新到19-25 岁台湾、大陆、泰国、马来、韩国美女，明星面孔，魔鬼身材。每周四、日特价。近 City, Burwood, Ashfield, Eastwood 区。<br>
<br>
地址：<br>
185B Victoria Rd, Drummoyne NSW 2047<br>
Tel: 02 9181 2135<br>
<br>
<br>
<br><br></p>"
,,,02 9281 6188,,"578 Harris St, Ultimo NSW 2007",Adult Services,4749,Masstige 8,02 9281 6188,"<p class=""details"">雪梨市五星级休闲中心。感谢各界华人好友多年来的鼎力支持。恭祝各位身壮力健，财运亨通，心想事成。<br>
<br>
地址：<br>
578 Harris St, Ultimo NSW 2007 (七天 10am – 5am, 近Powerhouse Museum)<br>
Tel: 02 9281 6188<br>
<br><br></p>"
,,,02 9715 2800,,"10 Elizabeth St, Burwood NSW 2134",Adult Services,4752,Juliets 韓國正宗胴體按摩,02 9715 2800,"<p class=""details"">全新6星韩式按摩成人场所，由全新刚到6星模特为您提供胴体对胴体按摩服务，绝对让您舒适无比。帝王享受，并且流连忘返。何乐不为，其乐无穷！欢迎光临，不虚此行。（营业时间：11am – 深夜）<br>
<br>
地址 1：<br>
108 New Canterbury Rd, Petersham NSW 2049<br>
Tel: 02 9569 5500<br>
<br>
地址 2：<br>
10 Elizabeth St, Burwood NSW 2134 (Juliets)<br>
Tel: 02 9715 2800 <br>
<br><br></p>"
,,,02 9569 5500,,"108 New Canterbury Rd, Petersham NSW 2049",Adult Services,4751,Romeo 韓國正宗胴體按摩,02 9569 5500,"<p class=""details"">全新6星韩式按摩成人场所，由全新刚到6星模特为您提供胴体对胴体按摩服务，绝对让您舒适无比。帝王享受，并且流连忘返。何乐不为，其乐无穷！欢迎光临，不虚此行。（营业时间：11am – 深夜）<br>
<br>
地址 1：<br>
108 New Canterbury Rd, Petersham NSW 2049<br>
Tel: 02 9569 5500<br>
<br>
地址 2：<br>
10 Elizabeth St, Burwood NSW 2134 (Juliets)<br>
Tel: 02 9715 2800 <br>
<br><br></p>"
,,,02 9642 2562,,"2/81-89 Cosgrove Rd, Strathfield South NSW 2136",Adult Services,4747,Zinia 花都,02 9642 2562,"<p class=""details"">天天特价，$100-$120 / 小时，全套。本周报到多名18-22 岁年青漂亮假期兼职妹，快来挑选！请向本店工作人员索取贵宾卡，享受更大优惠！出钟 $150 / 小时；另欢迎靓女加盟，超忙，包底薪 $10000+，Tel: 0415 298 988<br>
<br>
地址：<br>
2 / 81-89 Cosgrove Rd, Strathfield South NSW 2136<br>
Tel: 02 9642 2562 / 0406 579 158<br>
<br><br></p>"
,,,02 9319 3349,,"127 Regent St, Chippendale NSW 2008",Adult Services,4748,Top 127,02 9319 3349,"<p class=""details"">全新管理，精挑貌美韩国少女，保证年轻，新张特价。周一、周二全天优惠：$100 / 半小时；$200 / 一小时；周三至周日6pm前：$110 / 半小时；$180 / 45分钟；$220 / 一小时；<br>
<br>
地址：<br>
127 Regent St, Chippendale NSW 2008<br>
Tel: 02 9319 3349 (另聘新人：0403 555 999)<br>
<br><br></p>"
,,,02 9415 3829,,"116 Hampden Rd, Artarmon, NSW 2064",Adult Services,903,Artarmon,02 9415 3829,"<p class=""details"">新到多位美艳名模，身材丰满，热情如火。并数十位性感漂亮佳丽，每天为您奉上帝皇式全套服务。环境舒适。前后大量车位。<br>
<br>
地址 1：<br>
78A Hampden Rd, Artarmon NSW 2064<br>
Tel: 02 9904 7336<br>
<br>
地址 2：<br>
116 Hampden Rd, Artarmon NSW 2064<br>
Tel: 02 9415 3829  <br><br></p>"
,,,02 9681 3698,,"1/181 McCredie Rd, Guildford West",Adult Services,915,全新開張 Guildford West,02 9681 3698,"<p class=""details"">本周新到女孩数名，每周过百位18-25岁美女供选。有初下海，明星，模特，空姐，超强阵容，七星服务。皇帝享受，圆君各种梦。去百家不如来此家。高薪聘佳丽。<br>
<br>
地址：<br>
1/181 McCredie Rd, Guildford West NSW 2164<br>
Tel: 02 9681 3698<br>
<br><br></p>"
,,,02 9267 1111,,"360 Pitt St, Sydney NSW 2000",Adult Services,918,$46 City,02 9267 1111,"<p class=""details""><br><br></p>"
,,,02 9557 7223,,"28 Vincent St, MARRICKVILLE, NSW 2204",Adult Services,899,28鳳凰樓,02 9557 7223,"<p class=""details""><br><br></p>"
,,,02 9897 1186,,"32 Berry St , Clyde, NSW 2142",Adult Services,897,32 Granville,02 9897 1186,"<p class=""details"">新管理，新气象，全悉尼最年轻风韵亚洲妹，中、日、韩、新、马、泰，应有尽有。服务一流，热情友善，包您流连忘返，朝思暮想。新张酬宾10am-6pm特价。别再犹豫立刻行动，尽情享受专属于您的帝王服务吧! 另聘佳丽，薪优，友善管理。<br>
<br>
地址：<br>
32 Berry St, Granville NSW 2142<br>
Tel: 02 9897 1186 / 0401 612 604<br>
<br><br></p>"
,,,02 9564 2872,,"271 Marrickville Rd , MARRICKVILLE, NSW 2204",Adult Services,898,271 百花樓 Marrickville,02 9564 2872,"<p class=""details"">全套持牌，云集大量韩国、日本、中、新、港佳丽，每天10-15位佳丽，7天/24小时， In / Out.<br>
<br>
地址：<br>
271 Marrickville Rd, Marrickville NSW 2204<br>
Tel: 02 9564 2872<br>
<br><br></p>"
,,,02 9818 6915,,"2 Robert St ,ROZELLE, NSW 2039",Adult Services,896,2號伊甸園,02 9818 6915,"<p class=""details""><br><br></p>"
,,,02 9599 1669,,"375 West Botany St , ROCKDALE, NSW 2216",Adult Services,894,80半小時 Rockdale,02 9599 1669,"<p class=""details""><br><br></p>"
,,,02 9534 8710,,"47B Barry Ave, MORTDALE, NSW 2223",Adult Services,892,49怡紅閣,02 9534 8710,"<p class=""details""><br><br></p>"
,,,02 9560 0096,,"485 Parramatta Rd, LEICHHARDT, NSW 2040",Adult Services,890,485樂園,02 9560 0096,"<p class=""details""><br><br></p>"
,,,02 9212 7010,,"429A Pitt St ,Sydney NSW 2010",Adult Services,893,429 野蘭花,02 9212 7010,"<p class=""details""><br><br></p>"
,,,02 9713 9378,,"34 / 9 East St, FIVE DOCK, NSW 2046",Adult Services,881,$65 全套,02 9713 9378,"<p class=""details""><br><br></p>"
,,,02 9569 8238,,"235 Parramatta Rd, ANNANDALE NSW 2038",Adult Services,877,$75特價,02 9569 8238,"<p class=""details""><br><br></p>"
,,,02 9524 1278,,"64 Alexander Ave, Taren Point, NSW 2229",Adult Services,879,$75半小時,02 9524 1278,"<p class=""details"">10 多位年青漂亮美少女刚到。超值特别服务，应有尽有。<br>
<br>
地址：<br>
64 Alexander Ave, Taren Point, NSW 2229<br>
Tel: 02 9524 1278<br>
<br><br></p>"
,,,02 9580 8522,,"362 Forest Rd, HURSTVILLE",Adult Services,4666,Hurstville,02 9580 8522,"<p class=""details""><br><br></p>"
,,,02 9967 9991,,"533 Willoughby Rd, WILLOUGHBY NSW 2068",Adult Services,876,北岸533小妹 情水旺哥哥,02 9967 9991,"<p class=""details"">北岸533小妹 情水旺哥哥，幼嫩滑润小妹，含情羞涩，水汪汪柔情蜜意，心慌慌意乱情迷，只等哥哥抱怀中。超级诱惑五星会所。<br>
<br>
地址：<br>
533 Willoughby Rd, Willoughby NSW 2068<br>
Tel: 02 9967 9991<br>
<br><br></p>"
,,,02 9482 1099 /02 9482 1066,,"280 Pacific Hwy, HORNSBY NSW 2077",Adult Services,875,全新管理 包您消魂,02 9482 1099 /02 9482 1066,"<p class=""details"">19岁清纯Alice，20岁性感Lily，热情丰满Barbie。白天$80/半小时。<br>
<br>
地址：<br>
280 Pacific Highway, Hornsby NSW 2077<br>
Tel: 02 9482 1066 / 02 9482 1099<br>
<br><br></p>"
,,,02 9519 4555,http://www.newtownmassage.com.au/,"447 King St, Newtown NSW 2042",Adult Services,845,全身放松按摩 Newtown Massage,02 9519 4555,"<p class=""details""><br><br></p>"
,,,02 9787 5744,,"19/15-21 Ninth Ave, CAMPSIE NSW 2194",Adult Services,852,玉婷新張,02 9787 5744,"<p class=""details""><br><br></p>"
,,,03 9386 0206,,"71 Colebrook St,Brunswick, VIC 3056",Adult Services,7853,71 Colebrook,03 9386 0206,"<p class=""details"">提供按摩及全套服务<br>
下午7点至午夜<br><br></p>"
,,,03 9386 0206,,"71-73 Colebrook St, Brunswick VIC 3056",Adult Services,5871,浪漫帝宫,03 9386 0206,"<p class=""details"">清纯美女，19岁中国，日本，韩国女孩 热情服务 似入仙境，帝皇享受<br><br></p>"
,,,03 9416 3038,,"417 Brunswick Rd, Fitzroy VIC 3065",Adult Services,5877,明星俱乐部,03 9416 3038,"<p class=""details"">美女天天换 与君共度良宵 白天特价<br><br></p>"
,bbsbox@hotmail.com,,"02 9439 4211, 04 0534 4996",http://angelhouse.com.au,6 Cleg Street,Adult Services,9002,Angel House,"02 9439 4211, 04 0534 4996","<p class=""details"">清一色年轻漂亮亚洲妹纸，尤其是那几个韩国妹，简直就是尤物！既年轻又漂亮，关键活儿特别棒！<br>
 去过的请在这里发言！让大家知道值不值！<br><br></p>"
Steven,trainee02.acnw@gmail.com,,02 94397262,http://diamonds81.auadult.com.au/,"81A Willoughby Rd, Crows Nest",Adult Services,9052,81A Crow Nest,02 94397262,"<p class=""details""><img src=""Photo_links/Sydney/9052.jpg"" class=""logo"" width=""105"" alt=""81A Crow Nest Company Logo"">Welcome to 81A Crow Nest, the most discreet and prestigious Agency in Sydney. Here at Adult Heaven, we offer the most luxurious full services to only the most respectful gentlemen who want to receive the highest quality service along with complete discretion.<br>
<br>
Please view our website for more informatiaon: http://diamonds81.auadult.com.au/<br><br></p>"
Summer,summerville169@gmail.com,Summerville_massage,02 7901 3184 0450 865 833,,"169 Harris st pyrmont Summerville massage, Pyrmont, NSW 2009",Adult Services,9513,Summerville massage,02 7901 3184 0450 865 833,"<p class=""details"">悉尼名店，全新装修。每周五十至六十技师供选择，全新管理。帝王享受，大众价格。提供全身推油按摩和泰式按摩。<br>
<br>
* 技師年轻漂亮，19-26岁，魔鬼身材；<br>
<br>
* 海外学生妹，来自韩国，日本，台湾，越南和泰国，中国。并通过严格培训<br>
* 技師通过高水平培训，特别尊重客人。让客人高兴而来，满意而归；<br>
<br>
* 我们欢迎客人反馈，以便不断提升我们的服务水准。<br>
<br>
365天營業<br>
每天10點至9點最後預訂<br>
<br>
30 mins – $40<br>
45 mins – $55<br>
60 mins – $65<br>
<br>
<br>
地址：<br>
169 Harris st pyrmont Summerville massage <br>
<br>
Tel: 02 7901 3184 0450 865 833<br><br></p>"
gina,hanswaeling@gmail.com,lovecaca666,0423-119-798,,"悉尼, Lidcombe, NSW 2141",Adult Services,10204,私钟妹.天然爆乳、顶级服务,0423-119-798,"<p class=""details"">名字gina<br>
❤️身高：162.<br>
❤️体重52kg<br>
❤️胸。  ：天然E<br>
年龄：23<br>
❤️服务：共浴、按摩、69、口交.亲亲.爱爱、爆乳全身乳推.<br>
❤️价格：350/1h 680/2h、包夜1800<br>
❤️特殊服务：天然爆乳无套乳交加50$、无套爱爱的感觉哦？<br>
❤️加微信预约看图片、图片绝对本人-lovecaca666<br>
❤️电话：0423-119-798<br><br></p>"
,sydneyitbusiness@gmail.com,,9960 7447,http://mosmanmassage.asia,"1/50 Spit Rd,  Mosman NSW 2088",Adult Services,10228,Mosman 女生按摩,9960 7447,"<p class=""details""><img src=""Photo_links/Sydney/10228.jpg"" class=""logo"" width=""105"" alt=""Mosman 女生按摩 Company Logo"">Mosman 亚洲按摩推拿。<br>
<br>
我们提供专业且经验丰富的按摩，可以让您增强血液循环、松驰肌肉及心灵放松。<br>
<br>
每天都有不同的年轻漂亮按摩师，专业手法 ，周到服务，消除疲劳。<br>
<br>
网站: http://mosmanmassage.asia<br>
电话:  9960 7447<br><br></p>"
,thenightshadexxx@gmail.com,Glades42,0498 100 011,http://thenightshade.com.au,"42 Buffalo Road, Gladesville, NSW 2111",Adult Services,10825,The Nightshade Establishment,0498 100 011,"<p class=""details""><img src=""Photo_links/Sydney/10825_V1.jpg"" class=""logo"" width=""105"" alt=""The Nightshade Establishment Company Logo"">欢迎来到THE NIGHTSHADE ESTABLISHMENT<br>
<br>
 悉尼最大的妓院 <br>
<br>
你准备好了吗？我们是悉尼唯一个每天超过30-40名女孩的地方之一。我们不仅为您提供全方位的服务，还为您提供悉尼的最佳体验。每天，我们都有来自韩国，日本，中国，越南，泰国，澳大利亚和其他国家的年轻漂亮女孩。<br>
<br>
 我们是悉尼唯一能够为我们亲爱的顾客提供这种奢侈服务的妓院。每周都有这么多新女孩！  我们有一个质量控制团队，到目前为止做得很好！我们的女孩服务稳步提高 。如果有任何让你不满意的事情，我们将共同努力，确保我们所犯的每一个错误都成为教训和改进！- 我们将始终尽力改进！ 我们希望让所有客户感觉像在后宫的国王，我们希望在各方面做得更好！  我们想邀请所有人来看看新装修和新女孩 - 我们目前仍在努力成为悉尼最大最好的大院!!!!<br>
<br>
让我们继续这个势头!!!<br>
<br>
我们的价目表如下：<br>
标准服务<br>
标准服务包括戴套吹和全套<br>
30 分钟 $100<br>
45 分钟 $140<br>
60 分钟 $160<br>
<br>
中间服务<br>
中间服务包括共浴，裸吹。<br>
30 分钟 $130<br>
45 分钟 $170<br>
60 分钟 $190<br>
<br>
钻石服务<br>
钻石服务包括裸吹，口爆，毒龙，共浴，69，舌吻，全套这些服务项目*<br>
30 分钟 $150<br>
45 分钟 $200<br>
60 分钟 $230<br>
*当您选择钻石服务的时候，请与女孩子提前沟通好您需要的额外服务项目，并不是每个女孩子都可以提供以上全部的服务项目，所以要依据不同类型的女孩做好提前沟通。<br>
 来感觉像是一个选择后宫佳丽的国王!!!<br>
<br>
<br>
<br>
地址:2/42 Buffalo Road<br>
Gladesville Sydney NSW 2111<br>
微信：Glades42<br>
手机号码： 0498100011<br>
座机号码：0298078825<br>
网址：www.thenightshade.com.au<br><br></p>"
Lily,support@bestong.com.au,,0448 829 891,http://chatswood60.com.au/,"60 whiting st, Artarmon, NSW 2064",Adult Services,10727,Chatswood 60,0448 829 891,"<p class=""details"">Chatswood 60是一家位于Northen悉尼的6星级有牌照的妓院，是您在Chatswood和Artarmon成人服务的最佳选择，距离Lanecove，Artamon，北悉尼，Lindfield，Castle Cove有5-10分钟车程。 大多数班次我们有4-8个女孩供您选择。 女孩来自所有文化。 提供上门！<br><br></p>"
429 Thai,support@bestong.com.au,,(02) 9560 5755,http://thaimassageleichhardt.com/,"429 Parramatta Rd, Leichhardt NSW 2040",Adult Services,10772,Leichhardt 429 Massage,(02) 9560 5755,"<p class=""details""><img src=""Photo_links/Sydney/10772_V1.png"" class=""logo"" width=""105"" alt=""Leichhardt 429 Massage Company Logo"">这家位于莱卡特（Leichhardt）的完善的按摩中心是泰式放松疗法的热门场所。<br>
<br>
从诺顿街（Norton Street）到帕拉马塔路（Parramatta Road）只需一分钟，或通过Jarrett街后方进入。<br>
<br>
提供各种经验丰富的泰式按摩师按摩理疗服务。<br>
<br>
为了您的方便，开放时间较晚（最后一次预约时间为晚上9:30），最优惠的价格包括您在其他地方支付50美元的待遇。<br>
<br>
停車處<br>
高峰时段后可在门口使用，或者在铁路街街的Parramatta路停车1小时。 步行3分钟即可到达诺顿街意大利论坛中心的长期停车场。 在Jarrett街停车2小时，毗邻后巷入口。<br>
<br>
后门也可通过Jarrett St Leichhardt的后巷进入，也可在Jarrett St Leichhardt停车<br><br></p>"
,thehonestpimp@gmail.com,Marrickville5,0417 888 123,https://no5marrickville.com/,"5 Gerald Street, Marrickville, NSW 2204",Adult Services,10770,Marrickville 5,0417 888 123,"<p class=""details""><img src=""Photo_links/Sydney/10770_V4.png"" class=""logo"" width=""105"" alt=""Marrickville 5 Company Logo"">悉尼最好的成人服务店（ Marrickville 5 ）<br>
男士们您准备好了吗？我们是悉尼最好的成人服务提供者之一。我们不仅仅提供给您全套服务，而且还给您热情周到的欢愉体验。每天我们都会为您准备很多来自亚洲的年轻漂亮的女孩子（韩国，日本，中国，越南，泰国等等)<br>
<br>
<br>
我们的价目表如下：<br>
<br>
标准服务<br>
第一等级的标准服务包括戴套吹和全套<br>
30 分钟 $100 <br>
45 分钟 $140 <br>
60 分钟 $160<br>
<br>
白金服务<br>
第二等级的白金服务包括共浴，裸吹和全套这些服务项目<br>
30 分钟 $130 <br>
45 分钟 $170 <br>
60 分钟 $190<br>
<br>
钻石服务<br>
第三等级的钻石服务包括裸吹，口爆，毒龙，共浴，69，舌吻，全套这些服务项目*<br>
30 分钟 $150 <br>
45 分钟 $200<br>
 60 分钟 $230<br>
*当您选择钻石服务的时候，请与女孩子提前沟通好您需要的额外服务项目，并不是每个女孩子都可以提供以上全部的服务项目，所以要依据不同类型的女孩做好提前沟通。<br>
<br>
我们诚挚的邀请您与我们一起共渡愉快的时光。<br>
<br>
地址:5 Gerald Street at Marrickville Sydney NSW 2204<br>
手机号码： 0417 888 123<br>
座机号码：02 9519 9009<br>
微信： Marrickville5<br>
网址： https://no5marrickville.com/<br><br></p>"
,support@bestong.com.au,,02 8591 2123,,"1/1A Knox Lane Double bay, Double bay, NSW 2028",Adult Services,10921,Double bay massage,02 8591 2123,"<p class=""details"">我们提供全方位按摩、放松按摩、全身油按摩、泰式按摩、中国按摩和日本按摩。<br>
<br>
每天有三位有经验的女按摩师为您提供最专业的按摩和最放松的时间。不管你有颈肩痛还是即使你处于压力之下，我们也一定会帮助你放松你的肌肉和缓解你的压力。我们给你带来了美好的经历。 <br>
<br>
    Add: 1/1a Knox Lane, Double Bay<br>
( Opposite to public parking with one hour free)<br>
<br><br></p>"
Drummoyne Massage,vincent.eidetika@gmail.com,,(02) 8034 0610,http://drummoynemassage.net/,"110A Victoria Rd, Drummoyne NSW 2047",Adult Services,10856,Drummoyne Massage,(02) 8034 0610,"<p class=""details"">我们的按摩师是泰国人和中国人。每天有三位女按摩师。<br>
在Drummoyne按摩，我们的目标是为您提供最专业的按摩。<br>
我们正在做传统的中式按摩，泰式按摩，放松按摩，精油按摩等。无论您选择何种类型的按摩，我们保证您会发现自己完全放松和放松。无论你有颈部疼痛，肩部疼痛，腿部疼痛或背部疼痛，我们都会在这里治愈您的问题。如果你正在疯狂忙碌的工作，请告诉我们，因为我们总是你减轻压力的最佳场所。通过舒适的按摩，您的所有不良情绪都会消失，每一块肌肉都会放松。工作忙碌了一天后，我们正在帮助您放松身心。<br>
我们是两层商店，有五个现代风格的洁净室。前台停车场从上午10点至下午3点免费。周末免费停车。后方也有停车位。我们的商店拥有经验丰富的按摩师，现代化的装修风格，以及客户至上的理念，为您提供优质的按摩服务。<br>
<br>
地址：Drummoyne NSW 2047 Victoria Road，110A<br>
联系方式：（02）8034 0610<br>
上午10点到晚上8点。我们也在公众假期开放。<br><br></p>"
Mary,info@1escort.com.au,,(+61)0436000320,https://1escort.com.au/,"Sydney CBD, NSW 2000",Adult Services,10971,澳大利亚第一伴游,(+61)0436000320,"<p class=""details""><img src=""Photo_links/Sydney/10971_V2.jpg"" class=""logo"" width=""105"" alt=""澳大利亚第一伴游 Company Logo"">澳大利亚第一伴游，真实成立于1993年，是澳洲最老牌的华人伴游公司。服务为本，信誉至上。我们为全澳提供最优质的女孩，包括在校学生、办公室文员、按摩出钟、商务翻译助理等...VIP客人更享有特别介绍服务，包括女M、明星等...（公司所有服务都不提供in call）   <br>
<br>
   公司电话：(+61)0436000320 (只接受文字讯息，不接电话) | 微信：onest1993 | Line：1st1993 | Email：info@1escort.com.au | <br>
<br>
 联系我时，请说是百事通看到的，谢谢。<br><br></p>"
,,,02 9897 0999,,10 Marsh St， Granville NSW 2142,Adult Services,31,10 號 Granville 西區最大全套檔,02 9897 0999,"<p class=""details""><img src=""Photo_links/Sydney/31.png"" class=""logo"" width=""105"" alt=""10 號 Granville 西區最大全套檔  Company Logo"">西区最大全套档，全新装修，超强美女组合。去百家不如到此家。每位顾客都获百事通优惠卡。<br>
<br>
地址：<br>
10 Marsh St, Granville （部分车载 GPS 请选择 Clyde 小区）<br>
电话： 02 9897 0999<br>
<br><br></p>"
,,,(02) 9279 2885,,"70 Erskine St, Sydney NSW 2000",Adult Services,12,城市樂園 City Touch,(02) 9279 2885,"<p class=""details""><img src=""Photo_links/Sydney/12.png"" class=""logo"" width=""105"" alt=""城市樂園 City Touch Company Logo"">城市乐园（City Touch）位于悉尼市中心，每日美女不断，激情四射，让您忙碌的城市生活得以放松充电。本店云集中，日，韩，新，泰，越南年轻靓妹，并有学生妹兼职。保证年轻，服务质量一流。我们这里拥有很多回头客，从侧面证明了我们顾客的满意度。工作疲惫的你，何不过来放松一下？（本店随时欢迎靓妹加盟，收入丰厚！并保证隐私；友善老板。）<br>
<br>
地址：70 Erskine St, Sydney NSW 2000<br>
Tel: (02) 9279 2885<br>
<br><br></p>"
,support@bestong.com.au,,0416 679 902,,"Leichhardt, NSW 2040",Adult Services,9219,Private Massage Shop,0416 679 902,"<p class=""details"">亚洲佳丽，放松推油按摩，隐秘，一对一服务，设淋浴，空调房。<br><br></p>"
,,,(02) 9709 6572,http://grnc53.adultsservice.com.au,"53 Beresford Ave, Greenacre NSW 2190",Adult Services,10,粉紅女郎 Pink Lady,(02) 9709 6572,"<p class=""details""><img src=""Photo_links/Sydney/10.png"" class=""logo"" width=""105"" alt=""粉紅女郎 Pink Lady  Company Logo"">粉红女郎（Pink Lady）拥有多位体贴温柔的女孩，善解人意，气质优雅。无论是按摩，还是全套，均能满足最挑剔男士的需求。我们对招聘的女孩有严格的标准。除了曲线美丽之外，还须具备高雅的气质和高尚的礼仪。在这里，君子风度的你，必能遇到含情脉脉的她，让您有宾至如归的感觉。<br>
<br>
如您对某位女孩有兴趣，建议提前电话预约。多数女孩日程忙碌，经常有老顾客指定，所以建议您提前定下日程和时间，以免错失机会。<br>
<br>
最新价格：（全套）<br>
1小时：$140<br>
45分钟：$120<br>
30分钟：$75<br>
20分钟：$65<br>
15分钟：$55<br>
<br>
按摩：30分钟：$50<br>
<br>
地址：<br>
53 Beresford Ave, Greenacre NSW 2190  <br>
Tel: (02) 9709 6572<br>
<br><br></p>"
Anna,Annabelle888999@gmail.com,0426588825,0426588825,http://asianmassagesydney.com.au/mosman,"3 spit road mosman, Mosman, NSW 2088",Adult Services,9445,北区按摩店,0426588825,"<p class=""details"">离市中心10分钟。门口就是公共汽车站。<br>
每天我们有4-5个年轻的学生妹为你按摩。任选。18--24岁。 服务一流！<br>
 预约电话：0426588825<br><br></p>"
Emma,Girlsout@icloud.com,escortsydney,0411816413,http://escortsydney.net,"Sydney, Sydney CBD, NSW 2000",Adult Services,9403,悉尼出钟 悉尼伴游,0411816413,"<p class=""details"">欢迎来悉尼出钟，我们是悉尼地区专业的出钟上门，伴游，陪赌服务公司。本公司旗下青春亮丽的女孩背景包括学生，夜店女孩，悉尼地区最专业，服务最出色，价格最合理的成人服务。<br><br></p>"
,taylorsgirls58@gmail.com,Taylorsgirls,9649 5555,http://www.taylorsgirls.com,58 Railway Street Lidcombe NSW 2141,Adult Services,9269,58尋歡樓 (Taylors),9649 5555,"<p class=""details""><img src=""Photo_links/Sydney/9269.jpg"" class=""logo"" width=""105"" alt=""58尋歡樓 (Taylors) Company Logo"">58寻欢楼(Taylors)是一家大型持牌豪华大店，位于悉尼地理中心区Lidcombe火车站正对面。交通方便安全， 拥有一流的设施的服务团队,每周有百位在册各国佳丽恭候诸君光临和点钟。<br><br></p>"
