_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
,,,03 9696 9199,http://www.melbournecolosseum.com.au/,"45-47 Tope Street , South Melbourne",Adult Services,5842,Colosseum,03 9696 9199,"<p class=""details""><img src=""Photo_links/Melbourne/5842.jpg"" class=""logo"" width=""105"" alt=""Colosseum Company Logo"">Colosseum is one of the city’s most recognised establishments boasting a first class reputation for it’s elegance and level of service. Melbourne Colosseum offers private viewing rooms as well as a comfortable waiting lounge area and LCD screens.<br>
<br>
Melbourne Colosseum provides the utmost level of privacy by offering you discreet and private lane-way parking (via Tichborne Place) and is located only 2 minutes from the Crown Entertainment precinct. Melbourne Colosseum also provide a relaxing and convenient call out service to CDB hotels. There is no cover charge (no entry fee) and our private suits are spacious, comfortable and of the highest standard<br><br></p>"
Angel,support@bestong.com.au,dreaminthereal,0434027359,,"墨尔本市区, Melbourne, VIC 3000",Adult Services,10604,墨尔本私钟,0434027359,"<p class=""details"">qq：2556219035<br>
微信： dreaminthereal<br>
为哥哥们提供服务，详细请加我，谢谢<br><br></p>"
,,,03 9528 1766,http://www.dailyplanet.com.au/,"7-12 Horne Street, Elsternwick VIC 3185",Adult Services,5845,Daily Planet,03 9528 1766,"<p class=""details""><img src=""Photo_links/Melbourne/5845.jpg"" class=""logo"" width=""105"" alt=""Daily Planet Company Logo"">Since our establishment in 1975, The Daily Planet has prided itself in providing First Class Service in a First Class Setting.<br>
<br>
We quickly rose to become one of Australia’s best known Brothels and have been open for the past four decades. We continue to be one of the most renowned names in the Adult Industry – both nationally and internationally!<br>
<br>
Open 7 days a week ( 24 hours over the weekend ), The Daily Planet features the most attractive and stylish ladies you could ever wish to meet. Guests are able to enjoy the complimentary drinks, pool tables and lively conversation of our Lovely Ladies – all in a relaxed social environment, before sojourning to the luxury and comfort of one of our 18 private rooms.<br><br></p>"
,info@thenumber1.com.au,,03 9532 2666,http://www.thenumber1.com.au,"1 Joel Court, Moorabbin VIC 3189",Adult Services,5902,The Number 1,03 9532 2666,"<p class=""details"">No expense has been spared to meticulously ensure The Number 1 is the most ultra-luxurious 6 Star purpose built boutique bordello in Melbourne.<br>
<br>
Our magnificent decor, and state-of-the art facilities, built within an intimate world of exquisite luxury provides a sensual environment for you to explore your most sensual desires.<br>
<br>
We invite you to experience the exceptional quality and elegance we have created in our world-class establishment, that we can assure you, is second to none.<br>
<br>
We aim to change the face of the adult industry, and lift the current poor standard and quality of ladies that have become all too common in other Melbourne brothels.<br>
<br>
When you visit The Number 1, you can expect to meet some of the most deliciously sensual and seductive ladies imaginable, (most of which have never ever been seen before in any other parlour in Australia).<br>
<br>
It is our well-earned impeccable reputation for these types of ladies, which is accredited to our success. You can be assured that our ladies will take your experience to a whole new level.<br>
<br>
Our ultra-luxurious establishment has been designed to create a world totally devoted to your every pleasure, making it our priority to ensure that your experience with us is truly unforgettable.<br>
<br>
From the moment you walk through the door, you will be captured by the lush surroundings that have a richness that cannot be surpassed.<br>
<br>
When you arrive at reception you will given two options:<br>
<br>
Most of our valued clients like to meet our ladies while having a drink in our luxuriously appointed state-of-the-art lounge area.<br>
<br>
The vibrant decor and party ambience together with funky videos, stylish decoration, pumping sound and lighting system creates the experience of an exclusive “nightclub”.<br>
<br>
However, if you prefer a totally discreet atmosphere, you can ask to be taken to a private waiting room, where you may individually meet some of the hottest ladies in Melbourne.<br>
<br>
Our private ultra-luxurious establishment is only 10km (approximately 15 minutes by car) from the Melbourne CBD, and is open from 10am daily, for your convenience &amp; pleasure.<br><br></p>"
,info@club859.com.au,,03 9523 8555 / 03 9523 9766,http://www.club859.com.au,859 Glenhuntly Road Caulfield South VIC 3162,Adult Services,5904,Club 859,03 9523 8555 / 03 9523 9766,"<p class=""details"">Club859 Brothel was established around 25 years ago and is well known for it’s convenient location and excellent facilities. Over the years The Club859 Melbourne Brothel has had numerous owners but is presently owned by a lady who has been in the business long enough to know what men want! This Melbourne Brothel has a modern and inviting atmosphere where our clientele can have some fun, live out their fantasies or just relax with a special lady.<br>
<br>
Club859 is one of the busiest and friendliest Melbourne brothels. Owned and operated by women we are regarded by both working girls and clients as a happy and inviting “Boutique Brothel”. We cater to men, women and couples and there are over 30 well groomed, professional and very sexy ladies to choose from for your pleasure. Our facilities are top class and our girls are most friendly and obliging. We have girls from all over the world as well as “The Girl Next Door”.<br>
<br>
Club859 offers very competitive prices as well as a bonus reward scheme and weekly raffles. You are welcome to come in anytime and meet the ladies.<br><br></p>"
,1626909805@qq.com,,0487498727,,"Melbourne, VIC 3000",Adult Services,9418,天上人间,0487498727,"<p class=""details"">澳洲天上人间私人伴游服务公司，提供年轻优质女生为君度过难忘一刻，同时也欢迎广大学生，working holiday以及自认条件优异的年轻女生加入达到数钱数到手抽筋的快感~联系电话0487498727<br><br></p>"
,info@californiaclub.com.au,,03 9529 4727 / 03 9999 8516,http://www.californiaclub.com.au/,"30 St. Kilda Road, St. Kilda",Adult Services,5844,California Club,03 9529 4727 / 03 9999 8516,"<p class=""details""><img src=""Photo_links/Melbourne/5844.jpg"" class=""logo"" width=""105"" alt=""California Club Company Logo"">墨尔本顶级合法妓院，SWA 3430BE, 恭候光临。隆重推荐澳洲艳星 Lucie Bee， 10月24日， 仅此一晚，尽快赢取！ <br>
<br>
Aussie Porn Star Lucie Bee announces a very special guest appearance at the California Club FOR ONE NIGHT ONLY<br>
The California Club, in association with Porn Star Touring, presents Lucie Bee in a most unusual TRADE PROMOTION LOTTERY.<br>
<br>
Lucie Bee is one of Australia’s best known and published Porn Stars LUCIE BEE, THE GODDESS OF GEEK &amp; SASSY STRUMPET, BRINGS THE ‘BEE HIVE’ TO MELBOURNE<br>
<br>
As Escorts touring the country becomes the norm, Lucie has made a career of performing for the media including the ABC’s Australians on Porn, Triple J’s Hack, The Project, Pedestrian TV, Impulse Gamer and the Kyle &amp; Jackie O Show, as well as being a featured guest on several Australian and international radio shows, documentaries and podcasts, and is quoted regularly in Australian newspapers, magazines and online. Add to that various appearances in Picture &amp; People magazines, including making their 2015 Top 12 Australian Porn Stars and Top 100 Celebrities respectively, presenting discussions at gaming conventions PAX 2015 and GX 2016, Bee is fast becoming known for her brand of geeky adult and cosplay debauchery.<br>
Clients and fans will have the opportunity to WIN a legal one-hour booking with the Lucie Bee, at the California Club, on October 24th.<br>
<br>
TO WIN, Clients will need to join the California Club rewards program at www.californiaclub.com.au/memberships and then pop into 30 St Kilda Road, have an hour booking, with any of the lovely ladies on-shift, before Sunday October 16th and they’ll be automatically entered into the draw to win the hour with Lucie Bee on Monday October 24th.<br>
<br>
TO BOOK, For those who want to be sure of securing a booking, a limited number of one-hour spots will be available on the day/evening of Monday October 24th and can be pre-booked through the California Club. The rates charged by Lucie Bee for these bookings are greater than normally charged by the venue.<br>
<br>
With several decadent years in the Australian and international adult industries (and preparing for several more), Lucie Bee is a pocket rocket with a long resume - with Miss Bee, you really are in the hands of a sexual connoisseur. As one of the industry’s most outspoken entertainers and advocates, this home grown talent is consistently on the radar and delights in meeting with fans and better yet - having the opportunity to show them how truly grateful she is for their ongoing support. Lucie is a sexual dynamo with a petit frame and a crystal blue doe-eyed look that will leave every nerve in your body tingling for hours after your private rendezvous.<br>
<br>
In demand throughout the adult industry, Lucie has shot with Australian adult producers such as Bright Desire and Oz Fellatio Queens, accompanying her already extensive resume of appearances locally and overseas.  She has shot with Aussie Ass, Fake Taxi, Pure XXX, Girls Out West, Pure CFNM, Yanks and MileyWhite.com – with more (including her own) content to come! One of her favourite scenes, ‘Tease’, shot for Bright Desire with Australian adult star Ryan James, received an honourable mention at the 12th annual Cinekink film festival.<br>
<br>
2015 marked the launch of her Spider male masturbator sex toy, modelled directly off Bee herself, whilst 2016 saw her as the June/July Penthouse Black Label “Tech Issue” cover girl – you can grab your signed copy or your very own Spider from Lucie’s website. (yes, you can take Lucie home with you)!<br>
<br>
Don’t miss out on meeting Miss Lucie Bee at the California Club on Monday October 24th - She’ll be eagerly awaiting the chance to spend some quality time with you behind closed doors.<br>
<br>
A different internationally touring porn star will do just one appearance per month at the California Club<br>
Twitter: @CaliClubStKilda @LucieBeexxx @PornStarTouring<br><br></p>"
小美/tony,/,微信：candygirls555或candygirls666 line：candygirls1314,0405536748,http:///,"box hill/glen waverley/city 高级公寓/酒店公寓, Box Hill, VIC 3128",Adult Services,9660,糖果屋in猫本,0405536748,"<p class=""details""><img src=""Photo_links/Melbourne/9660_V1.jpeg"" class=""logo"" width=""105"" alt=""糖果屋in猫本 Company Logo"">全澳高校 high school学生妹 白领OL 国内空降外围 外籍混血 (欢迎美眉咨询加盟)<br>
可外卖 服务全面<br>
高级舒适环境 安全 保护隐私<br><br></p>"
,harbinyao@gmail.com,,03 9720 4044,http://www.flameangel.com.au,"895 Mountain Highway,Bayswater, VIC 3153",Adult Services,7878,逍遥阁 Flame Angels,03 9720 4044,"<p class=""details"">逍遥阁（Flame Angels）是全墨尔本最佳亚洲成人服务场所之一，尤其在Bayswater 久负盛名。本店全新装修，环境优雅，给您帝皇般的享受。女孩清新脱俗，与众不同，定会给你带来不一样的惊喜。<br>
<br>
价格：20mins - $90； 25mins - $100；30mins - $110；45mins - $160；60mins - $200；周一周二特价：20mins - $80；<br>
<br>
七天营业，早上10点至深夜；我们恭候您的光临。<br>
<br>
地点：895 Mountain Highway, Bayswater, VIC 3153 （西门子 Siemens 公司隔壁）<br>
电话： 03 9720 4044<br><br></p>"
Amy,support@bestong.com.au,,0421326598,http://mengsister.com,"Melbourne, VIC 3000",Adult Services,9760,萌sister,0421326598,"<p class=""details""><img src=""Photo_links/Melbourne/9760.jpg"" class=""logo"" width=""105"" alt=""萌sister Company Logo"">萌sister 墨尔本第一约会媒体<br>
<br>
本地学妹，外围超模，服务女神，金牌萌妹们伴您度过快乐时光！<br>
<br>
<br>
预约请加Line: mengsister  (长期稳定）<br>
<br>
QQ：2834637050<br>
<br>
微信： melsis3<br>
<br>
电话： 0421326598 （最速回复）<br><br></p>"
,,,03 9764 2100,http://www.rc12.com.au,"4/12 Mosrael Place, Rowville, VIC 3178",Adult Services,7855,ROWVILLE 的选择,03 9764 2100,"<p class=""details"">Rowville 的选择，您的选择！<br>
<br>
老店新开，全新管理，豪华装潢！豪华小姐阵容！全新亚洲妹妹-来自台湾，日本，韩国，新加坡，泰国，中国。一流技巧，销魂享受，每天不同新鲜、火辣学生妹。欢迎致电！<br>
<br>
本店位于 Carribean Market 对面的工厂区内，有大量停车位，店内干净整洁，设有冷暖空调，为君提供安全、舒适的服务环境。<br><br></p>"
,info@maincourse.com.au,,03 9329 1000,http://www.themaincourse.com.au,"58 Dudley St., West Melbourne VIC 3003",Adult Services,5905,The Main Course,03 9329 1000,"<p class=""details"">Melbourne’s most well known and longest running Brothels. Located on the Melbourne city fringe between King Street &amp; Williams Street. Easily accessible by car or public transport with ample parking nearby you’ll find us right opposite the Flagstaff Gardens.<br>
<br>
Having been established for 40 years, The Main Course has established a reputation for its friendly service and great prices that has consistently kept the clients coming back for more. We are renowned for the diverse range of ladies we have available that ensures all tastes are catered for. It’s well known that the girls that work here love working here and this is the reason we have so many satisfied and happy clients.<br><br></p>"
peipei,kpipibird@gmail.com,chloe-1111,,,"Melbourne, VIC 3000",Adult Services,10164,Doll House Gentlemen's Club｜成人俱乐部,,"<p class=""details""><img src=""Photo_links/Melbourne/10164.jpeg"" class=""logo"" width=""105"" alt=""Doll House Gentlemen's Club｜成人俱乐部 Company Logo"">Doll House Gentlemen's Club，保证客户隐私和水准。<br>
<br>
LINE:dollhouse-photo<br>
<br>
wechat chloe-1111<br>
<br>
INCALL<br>
我们也提供OUTCALL服务。<br>
对于墨尔本外的客户我们可以提供包夜伴游服务，详情请微信或LINE联系，谢谢！<br><br></p>"
,support@bestong.com.au,topbrisbane,,,"Melbourne, Melbourne, VIC 3000",Adult Services,10202,全澳私钟姐妹互助,,"<p class=""details"">全澳私鐘姐妹互助<br>
<br>
全套 半套 制服誘惑<br>
<br>
角色扮演 絲襪誘惑<br>
<br>
SM 按摩舒壓 ...<br>
<br>
歡迎加微信詢問 謝謝<br>
<br>
Wechat：topbrisbane<br><br></p>"
J,Hanarelaxation2121@gmail.com,,(03)96500355,,"Hub Arcade, L1, Suite 1B, 318-322 Little Collins Street, Melbourne, VIC 3000",Adult Services,10501,Hana Relaxation,(03)96500355,"<p class=""details""><img src=""Photo_links/Melbourne/10501_V1.jpeg"" class=""logo"" width=""105"" alt=""Hana Relaxation Company Logo"">工作压力？私事烦躁？身体疲憊? 别操心了！<br>
让我们的专业按摩小姐招待您。手法精妙，用力适当，为您消除平日。。。<br>
<br>
✔️墨尔本市中心<br>
✔️独立按摩房间<br>
✔️清洁淋浴设施<br>
✔️私人店面和走廊<br>
✔️低价高质的特质<br>
✔️七天营业<br>
✔️可收现金或信用卡<br>
<br>
保證客戶隱私和水準！ 价格 $50 起。<br>
<br>
店名：Hana Relaxation<br>
地址：Hub Arcade, Level 1, Suite 1B, 318-322 Little Collins Street<br>
营业时间：周一到五 10am-8pm / 周末 11am-6pm<br>
电话：(03)96500355<br><br></p>"
Cony,support@bestong.com.au,conylovehot,conylovehot,,"MEL city, Melbourne, VIC 3000",Adult Services,10166,墨尔本Melbourne私 舒压按摩 保健服务 in&out  加微信 conylovehot,conylovehot,"<p class=""details""><img src=""Photo_links/Melbourne/10166_V9.jpg"" class=""logo"" width=""105"" alt=""墨尔本Melbourne私 舒压按摩 保健服务 in&amp;out  加微信 conylovehot Company Logo"">墨尔本Melbourne  私<br>
舒压 按摩 保健 服务 in&amp;out <br>
加微信 conylovehot<br><br></p>"
Jack,huj68@yahoo.com.au,,03 9543 5901,http://www.phoenix10.com.au,"10 Fulton Street, Oakleigh South, VIC 3167",Adult Services,5883,金凤凰 Phoenix Relaxation,03 9543 5901,"<p class=""details""><img src=""Photo_links/Melbourne/5883_V1.png"" class=""logo"" width=""105"" alt=""金凤凰 Phoenix Relaxation Company Logo"">金凤凰，著名妓院，近Monash大学Clayton校区。这是一家具有十几年历史的持牌的合法妓院。<br>
<br>
2015年，新东主接手后，日新月异，大批中国、韩国、日本等东方美女加盟，和风细雨，软语温香，男士们的休闲胜地，乐不思蜀的温柔乡……<br>
<br>
价格：<br>
20分钟 $100<br>
30分钟 $120<br>
45分钟 $170<br>
60分钟 $220<br>
<br>
营业时间：<br>
周日～周四 上午十点到凌晨两点<br>
周五～周六 上午十点到凌晨四点<br>
<br>
<br>
地址：<br>
Phoenix Relaxation ～金凤凰<br>
10 Fulton Street <br>
Oakleigh South 3167<br>
Tel: (03) 9543 5901<br>
网站：www.phoenix10.com.au<br><br></p>"
,support@bestong.com.au,,,,"Melbourne, VIC 3000",Adult Services,10348,Dollhouse Gentlemen's Club，保證客戶隱私和水準。,,"<p class=""details"">Dollhouse是澳洲一流的放鬆休閒會所,服務包含國際/墨爾本美女伴遊.商務模特陪同等.我們的美女資源來自日本,中國,韓國,台灣,新加坡,俄羅斯,法國,墨爾本本地,以及歐洲個國家.我們每週都有不同佳麗替換為您提供高品質的情趣服務.<br>
Doll House會所有著目前墨爾本一流質素的佳麗,提供一流質素的服務,同時保證一流檔次的會所環境檔次.Doll House保證從各個細節讓您享受到VIP的尊貴服務.<br>
本會所有著目前澳洲頂級素質的學生妹妹.嫩模資源,提供完美的定製.同時保持一流檔次的會所環境.我們保證從各個細節讓您享受到VIP的尊貴服務.<br>
<br>
Dollhouse Gentlemen's Club，保證客戶隱私和水準。<br>
<br>
LINE:dollhouse-melb<br><br></p>"
jason,info@ozsmallhouse.com,,0450576486,http://www.ozsmallhouse.com,"1808/300 Latrobe Street, Melbourne, VIC 3000",Adult Services,10857,墨尔本（澳洲）小房屋－ozsmallhouse,0450576486,"<p class=""details""><img src=""Photo_links/Melbourne/10857_V1.jpg"" class=""logo"" width=""105"" alt=""墨尔本（澳洲）小房屋－ozsmallhouse Company Logo"">澳洲唯一一家100%纯学生兼职援交伴游平台！<br>
<br>
墨尔本“小房屋”打造澳洲顶级男士的“秘密”计划和“秘蜜”体验，体验澳洲“小姐姐”给您的不一样的惊喜！我们打造澳洲最为专业的包养伴游服务平台；来为客户和女生牵线搭桥，并且我们平台的优质女生一定是澳洲本地的学生以及毕业的学生；“小房屋”会根据客户的需求和女生的要求来做平衡，确保双方的隐私和安全。我们不是莞式服务的妓院、我们不做普通大众的援交、我们只做高端的会员、是您澳洲的秘密花园、给您一张最好的“男士身份”的象征！赶紧成为会员，与我们平台一起来探索“小房屋”带来的不一样！<br>
<br>
www.ozsmallhouse.com<br>
line：ozsmallhouse<br>
微信：ozsmallhouse<br>
0459576484<br><br></p>"
Pink,support@bestong.com.au,,0468869611,http://westrydemassage.com,985 Victoria Rd West Ryde NSW 2114,Adult Services,10848,Pink Lotus Massage,0468869611,"<p class=""details""><img src=""Photo_links/Sydney/10848_V1.png"" class=""logo"" width=""105"" alt=""Pink Lotus Massage Company Logo"">关于我们<br>
我们是位于West Ryde的悉尼最着名的按摩院。 我们有来自日本，韩国，香港，泰国，中国和混合的专业按摩师，为您提供使用最优质的油的专业按摩服务。 他们经过专业培训，提供传统按摩，让您的身心得到轻松自在。我们年轻漂亮的优雅女按摩师将确保您与我们共度时光，放松身心。<br>
<br>
他们将为您提供治疗上身与专业和放松按摩技巧的混合，并从顶部到脚趾一直呵护您。<br>
<br>
停车处<br>
后门入口。 Graf大道停车。<br>
<br>
985 Victoria Rd West Ryde NSW 2114<br>
<br>
0468869611<br>
<br>
上午10点〜晚上8点（7天）<br><br></p>"
kiki,support@bestong.com.au,,0405 379 225,http://myeden69.com/adult-entertainment/private-escort,"Point Cook, VIC 3030",Adult Services,10617,co-service,0405 379 225,"<p class=""details"">美女私人按摩：0405 379 225<br><br></p>"
CICI,support@bestong.com.au,,(02) 8034 0610,http://drummoynemassage.net,"110A Victoria Rd, Drummoyne NSW 2047",Adult Services,10863,Drummoyne Massage,(02) 8034 0610,"<p class=""details""><img src=""Photo_links/Sydney/10863_V1.jpg"" class=""logo"" width=""105"" alt=""Drummoyne Massage Company Logo"">我们的按摩师是泰国人和中国人。每天有三位女按摩师。我们的商店拥有经验丰富的按摩师，现代化的装修风格，以及客户至上的理念，为您提供优质的按摩服务。<br>
在Drummoyne按摩，我们的目标是为您提供最专业的按摩。<br>
我们正在做传统的中式按摩，泰式按摩，放松按摩，精油按摩等。无论您选择何种类型的按摩，我们保证您会发现自己完全放松和放松。无论你有颈部疼痛，肩部疼痛，腿部疼痛或背部疼痛，我们都会在这里治愈您的问题。如果你正在疯狂忙碌的工作，请告诉我们，因为我们总是你减轻压力的最佳场所。通过舒适的按摩，您的所有不良情绪都会消失，每一块肌肉都会放松。工作忙碌了一天后，我们正在帮助您放松身心。<br>
我们是两层商店，有五个现代风格的洁净室。前台停车场从上午10点至下午3点免费。周末免费停车。后方也有停车位。<br>
<br>
地址：Drummoyne NSW 2047 Victoria Road，110A<br>
联系方式：（02）8034 0610<br>
上午10点到晚上8点。我们也在公众假期开放。<br><br></p>"
Apple,wolfman_520@outlook.com,wolfman_520,0414146238,,"Box Hill, VIC 3128",Adult Services,10881,boxhill 学生妹兼职在家做私钟服务,0414146238,"<p class=""details"">你们好~ 在家兼职做点全套服务 赚点外快 希望哥哥们捧场哟<br>
<br>
30分钟：$130<br>
45分钟：$180<br>
60分钟：$230 <br>
<br>
一定会像对待自己的男友一样对待你的 ~<br>
<br>
电话：0414146238<br>
微信：wolfman_520<br><br></p>"
cecelia,support@bestong.com.au,ceceliadardar,0424259976,,"irving avenue, Box Hill, VIC 3128",Adult Services,10903,cecelia新学生妹 私钟陪睡 按摩解压 全套服务 BOXHILL,0424259976,"<p class=""details"">名字：cecelia<br>
年龄：22<br>
国籍：中国<br>
身材：168cm,45kg,C罩杯<br>
地点：boxhill<br>
价格：30分钟/$130，45分钟/$180，60分钟/$230<br>
出钟：$350/1小时<br>
电话：0424259976<br>
微信：ceceliadardar<br><br></p>"
Jack,huj68@yahoo.com.au,,(03) 9543 5901,http://www.phoenix10.com.au,"10 Fulton Street, Oakleigh South, VIC 3167",Adult Services,10151,墨尔本成人服务 著名妓院 - 金凤凰 Phoenix Relaxation,(03) 9543 5901,"<p class=""details""><img src=""Photo_links/Melbourne/10151.png"" class=""logo"" width=""105"" alt=""墨尔本成人服务 著名妓院 - 金凤凰 Phoenix Relaxation Company Logo"">金凤凰，墨尔本著名妓院，近Monash大学Clayton校区。这是一家具有十几年历史的持牌的合法妓院。<br>
<br>
2015年，新东主接手后，日新月异，大批中国、韩国、日本等东方美女加盟，和风细雨，软语温香，男士们的休闲胜地，乐不思蜀的温柔乡……<br>
<br>
价格：<br>
20分钟 $100<br>
30分钟 $120<br>
45分钟 $170<br>
60分钟 $220<br>
<br>
营业时间：<br>
周日～周四 上午十点到凌晨两点<br>
周五～周六 上午十点到凌晨四点<br>
<br>
<br>
地址：<br>
Phoenix Relaxation ～金凤凰<br>
10 Fulton Street <br>
Oakleigh South 3167<br>
Tel: (03) 9543 5901<br>
网站：www.phoenix10.com.au<br><br></p>"
,support@bestong.com.au,amandadadar,0416260502,,"irving avenue, Box Hill, VIC 3128",Adult Services,10904,马拉西亚华裔 高档公寓妹子全套服务 下海按摩 boxhill,0416260502,"<p class=""details"">名字：Mango<br>
年龄：21<br>
身材：165cm,45kg,C罩杯<br>
地点：boxhill<br>
价格：30分钟/$130，45分钟/$180，60分钟/$230<br>
出钟：$350/1小时<br>
电话：0416260502<br>
微信：amandadadar<br>
<br>
哥哥们有兴趣的请联系我哟~ &gt;<br><br></p>"
,thecherrytreegarden@hotmail.com,WeChat: Cherrytree018,03 8383 3271,http://www.thecherrytreegarden.com,"18 Albermarie St, Williamstown, VIC 3016",Adult Services,10926,樱之园 The Cherry Tree Garden,03 8383 3271,"<p class=""details"">The Cherry Tree Garden 樱之园 是一家澳洲合法的成人娱乐场所<br>
  拥有来自世界各地的 青春活力元气少女 优雅知性成熟美人 <br>
并配有6间风情各异的奢华房间  店内干净整洁的温馨感觉让您在<br>
一天的劳累之后 可以更好的放松自己 店里的女孩子人美 心更美<br>
体贴 温柔周到的照顾到您的感受 樱之园绝对是您的不二之选~<br>
<br>
我们的价格是：<br>
                 20分钟100<br>
                 30分钟120<br>
                 45分钟180<br>
                 60分钟230<br>
<br>
我们提供一流的服务与环境 绝对让您物超所值~店内环境全部实景拍摄 我们期待您的光临~<br>
<br>
电话：03 8383 3271<br>
地址：18 Albermarie St, Williamstown, VIC 3016<br>
微信：Cherrytree018<br>
邮件：thecherrytreegarden@hotmail.com<br>
网站：www.thecherrytreegarden.com<br><br></p>"
BK校花,info@bluekrystal.com.au,微信：bluekrystal16,(03) 9708 5555,http://www.bluekrystal.com.au,"16 Greens Road, Dandenong South VIC 3175",Adult Services,5900,Blue Krystal 蓝翔妓校 墨尔本成人服务 东南区 知名妓院成人会所,(03) 9708 5555,"<p class=""details""><img src=""Photo_links/Melbourne/5900_V8.png"" class=""logo"" width=""105"" alt=""Blue Krystal 蓝翔妓校 墨尔本成人服务 东南区 知名妓院成人会所 Company Logo"">感谢关注Blue Krystal蓝翔妓校<br>
<br>
我们是一间致力于打造最真诚，最接地气的“精品 Boutique Style” 私密成人俱乐部。<br>
<br>
这里没有虚无缥缈的广告词，也没有浮夸的服务项目，更没有麻木面无笑容的客服接待。有的是对您宾至如归的情感问候，妩媚妖娆的感官挑逗，干净舒适的体验环境，以及我们为阁下精心挑选的各国美女。 <br>
<br>
欢迎加入免费会员，第一时间获取女孩信息，照片和每月优惠活动。 <br>
<br>
也请关注我们的官方推特Twitter来查阅每日实时排班表。Twitter： @bluekrystalVIC<br>
<br>
营业时间：早10点到凌晨2点 - 全年无休<br>
<br>
Dandenong, Springvale, Clayton, Glen Waverley<br><br></p>"
,silklotusfairfield32@gmail.com,,03 9482 3835,http://www.silklotusfairfield32.com.au,"32 Montefiore Street, Fairfield VIC 3078",Adult Services,5886,Silk Lotus 墨尔本北区最棒成人服务,03 9482 3835,"<p class=""details"">位于墨尔本北区Fairfield的Silk Lotus妓院，近northcote，preston， bulleen等区。全新装修的各式套房，干净舒适的环境，加上24小时冷暖空调服务，让您在忙碌了一天之后，放松身心！精心挑选，来自各国的漂亮美眉，热情奔放，满足您的各种需求。<br>
地处静街，门口有大量免费停车位。方便您随时光顾。<br>
<br>
价格表<br>
全套服务 <br>
20分钟 – $100<br>
30分钟 – $120 <br>
45分钟 – $170 <br>
60分钟 – $220 <br>
<br>
地址：32 Montefiore Street, Fairfield VIC 3078<br>
电话：03 9482 3835<br>
<br>
营业时间：<br>
周日～周四：上午十点到凌晨两点<br>
周五～周六：上午十点到凌晨四点<br><br></p>"
,markhu142@gmail.com,微信号：bridgeroad142,(03) 9798 8615,http://www.masquerades.com.au,"142 Bridge  Road, Keysborough, VIC 3173",Adult Services,10387,后宫落成，老店新开! 后宫圣诞新年大酬宾周四全天$99半小时，周二45分钟以上全套服务立减$25。,(03) 9798 8615,"<p class=""details"">后宫落成，老店新开! 后宫圣诞新年大酬宾周四全天$99半小时，周二45分钟以上全套服务立减$25。<br>
近Dandenong, Springvale, Glen Waverley<br>
新东主接手，众多新女孩加盟。<br>
后宫地处M3出口，交通便利，内有大量私密停车位，全方位照顾您的隐私，店内新装修，各个房间风格不一，俱是满室生香，在此邂逅您的后宫佳人，尽享温柔帐里的魔幻优指。顾名思义，后宫里有个御花园，中日韩泰，欧美印度，各种奇花异草，任君采摘。<br>
详情请咨询  (03) 97988615<br>
店里微信号： bridgeroad142<br>
<br>
价格：<br>
20分钟 $100<br>
25分钟 $110<br>
30分钟 $120<br>
45分钟 $170<br>
60分钟 $220<br>
<br>
营业时间：<br>
周日～周四 上午十点到凌晨一点<br>
周五～周六 上午十点到凌晨二点<br>
<br>
<br>
地址：<br>
Masquerades ～后宫<br>
142 Bridge  Road <br>
Keysborough 3173<br>
Tel: (03) 97988615<br>
网站：www.masquerades.com.au<br><br></p>"
